"avinc0207",284.49375,285.38125,280.9125,273.5875,277.9625,272.31875
"avinc0207l50",272.033333333333,269.25,264.55,262.766666666667,264.416666666667,261.266666666667
"avinc0207g50",291.97,295.06,290.73,280.08,286.09,278.95
